City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
298,Cayenne,GF,2019-11-08 04:23:39,4.94,-52.33,75.2,94,40,1.12
299,Bambous Virieux,MU,2019-11-08 04:22:39,-20.34,57.76,77.0,73,75,13.87
300,Inongo,CD,2019-11-08 04:23:39,-1.93,18.29,70.27,94,41,0.85
301,Naze,NG,2019-11-08 04:23:39,5.43,7.07,74.28,97,100,2.42
302,Sobolevo,RU,2019-11-08 04:23:40,54.43,31.9,42.3,93,100,3.33
303,Ostrovnoy,RU,2019-11-08 04:23:40,68.05,39.51,16.18,94,100,6.02
304,Athens,GR,2019-11-08 04:22:46,37.98,23.73,64.4,82,90,14.99
305,Berlevag,NO,2019-11-08 04:23:41,70.86,29.09,24.8,100,75,6.93
306,Port Lincoln,AU,2019-11-08 04:23:41,-34.72,135.86,58.17,49,75,19.22
307,Phaltan,IN,2019-11-08 04:23:42,17.99,74.43,72.54,76,19,0.83
308,Muros,ES,2019-11-08 04:23:42,42.77,-9.06,41.0,100,75,5.82
309,Geraldton,CA,2019-11-08 04:23:42,49.72,-86.95,12.2,66,90,3.36
310,Kathu,ZA,2019-11-08 04:18:49,-27.7,23.05,57.11,18,36,12.28
311,Zaoyang,CN,2019-11-08 04:23:43,32.12,112.76,65.73,39,0,2.82
312,Northam,AU,2019-11-08 04:23:43,-31.65,116.67,84.2,23,0,14.99
313,Flinders,AU,2019-11-08 04:23:43,-34.58,150.85,75.2,27,40,28.86
314,Hervey Bay,AU,2019-11-08 04:23:37,-25.3,152.85,86.0,48,0,25.28
315,Luangwa,MZ,2019-11-08 04:23:44,-15.62,30.4,72.59,54,60,0.63
316,Sao Felix Do Xingu,BR,2019-11-08 04:22:51,-6.64,-51.99,72.43,89,5,1.01
317,Najran,SA,2019-11-08 04:23:44,17.54,44.22,62.6,42,0,2.15
318,Truth Or Consequences,US,2019-11-08 04:23:44,33.13,-107.25,48.2,70,90,5.82
319,Thompson,CA,2019-11-08 04:23:37,55.74,-97.86,8.6,84,75,3.36
320,Mackay,CA,2019-11-08 04:23:45,53.65,-115.58,33.8,100,90,2.24
321,Port Blair,IN,2019-11-08 04:23:38,11.67,92.75,82.45,80,99,14.12
322,Poum,MK,2019-11-08 04:23:46,41.28,20.71,44.6,93,40,3.36
323,Ancud,CL,2019-11-08 04:22:57,-41.87,-73.83,43.72,81,100,2.37
324,Fecamp,FR,2019-11-08 04:23:46,49.76,0.37,39.2,93,9,3.36
325,Salinopolis,BR,2019-11-08 04:23:47,-0.61,-47.36,82.13,78,12,14.0
326,The Pas,CA,2019-11-08 04:23:47,53.82,-101.24,14.0,72,90,6.93
327,Owando,CG,2019-11-08 04:23:47,-0.49,15.91,70.7,97,97,2.01
328,Kautokeino,NO,2019-11-08 04:23:47,69.01,23.04,2.7,98,96,0.47
329,Airai,TL,2019-11-08 04:23:41,-8.93,125.41,85.24,38,1,9.44
330,Jaicos,BR,2019-11-08 04:23:48,-7.36,-41.14,84.52,33,66,9.51
331,Kieta,PG,2019-11-08 04:23:48,-6.22,155.63,83.7,71,39,3.24
332,Pacific Grove,US,2019-11-08 04:23:48,36.62,-121.92,55.4,76,90,3.85
333,Talnakh,RU,2019-11-08 04:23:49,69.49,88.39,-14.81,75,100,11.18
334,Mongo,CD,2019-11-08 04:23:49,-5.62,14.6,69.51,96,100,1.61
335,Codajas,BR,2019-11-08 04:23:49,-3.84,-62.06,77.72,82,97,2.51
336,Beroroha,MG,2019-11-08 04:23:49,-21.68,45.17,76.03,58,35,3.71
337,Jurm,AF,2019-11-08 04:23:50,36.86,70.83,28.9,61,100,0.67
338,Monterey,US,2019-11-08 04:20:00,36.6,-121.89,55.4,76,90,3.85
339,Porto Walter,BR,2019-11-08 04:23:50,-8.27,-72.74,71.29,98,100,0.78
340,Oshnaviyeh,IR,2019-11-08 04:23:50,37.04,45.1,33.8,80,0,4.7
341,Zruc Nad Sazavou,CZ,2019-11-08 04:23:51,49.74,15.11,39.2,100,40,3.36
342,Moindou,NC,2019-11-08 04:23:51,-21.69,165.68,84.2,45,75,11.41
343,Sacama,EC,2019-11-08 04:23:51,-3.9,-79.27,62.37,83,56,3.15
344,Isangel,VU,2019-11-08 04:23:51,-19.55,169.27,80.6,69,75,11.41
345,Saint-Joseph,FR,2019-11-08 04:23:52,43.56,6.97,51.8,93,100,3.36
346,Marystown,CA,2019-11-08 04:23:52,47.17,-55.16,43.83,69,100,20.13
347,Katsuura,JP,2019-11-08 04:23:52,33.93,134.5,62.6,48,75,11.41
348,Dolinsk,RU,2019-11-08 04:23:52,47.32,142.8,30.2,80,75,8.95
349,Lagoa Formosa,BR,2019-11-08 04:23:53,-18.77,-46.41,69.31,84,74,0.87
350,Nouadhibou,MR,2019-11-08 04:22:42,20.93,-17.03,64.4,88,99,13.87
351,Shingu,JP,2019-11-08 04:23:53,33.72,135.99,68.0,42,40,16.11
352,Kununurra,AU,2019-11-08 04:23:53,-15.77,128.74,102.2,17,81,6.93
353,Tuatapere,NZ,2019-11-08 04:23:54,-46.13,167.69,52.56,82,19,6.78
354,Podyuga,RU,2019-11-08 04:23:54,61.09,40.86,6.87,94,0,4.03
355,Jiuquan,CN,2019-11-08 04:23:54,39.73,98.49,41.49,34,100,2.64
356,Nizhniy Kuranakh,RU,2019-11-08 04:23:54,58.84,125.49,-4.28,90,68,3.44
357,Cabedelo,BR,2019-11-08 04:23:55,-6.97,-34.84,77.0,83,75,3.36
358,Adelaide,AU,2019-11-08 04:23:06,-34.93,138.6,59.0,47,40,21.92
359,Vardo,US,2019-11-08 04:23:55,39.62,-77.74,44.6,84,90,11.41
360,San Felipe,CL,2019-11-08 04:23:56,-32.75,-70.73,55.15,27,6,1.01
361,Viedma,AR,2019-11-08 04:23:56,-40.81,-62.99,50.05,57,85,13.85
362,Abalak,NE,2019-11-08 04:23:56,15.46,6.28,79.75,14,0,7.92
363,Bloomsburg,US,2019-11-08 04:23:56,41.0,-76.45,39.2,88,90,5.82
364,Richards Bay,ZA,2019-11-08 04:23:57,-28.77,32.06,68.85,83,100,22.24
365,Sao Jose Da Coroa Grande,BR,2019-11-08 04:23:57,-8.9,-35.15,78.66,76,80,11.18
366,Srednekolymsk,RU,2019-11-08 04:23:57,67.46,153.71,0.18,94,5,2.42
367,Darhan,MN,2019-11-08 04:23:57,49.49,105.92,35.71,57,87,3.38
368,Makakilo City,US,2019-11-08 04:23:58,21.35,-158.09,78.8,83,75,6.93
369,Mount Gambier,AU,2019-11-08 04:23:58,-37.83,140.78,55.4,66,75,16.11
370,Abonnema,NG,2019-11-08 04:23:59,4.71,6.79,78.22,86,100,5.32
371,Bayir,TR,2019-11-08 04:23:32,37.27,28.22,51.8,93,0,4.7
372,Lorengau,PG,2019-11-08 04:23:59,-2.02,147.27,81.84,80,100,10.83
373,Yinchuan,CN,2019-11-08 04:23:59,38.48,106.21,48.87,51,0,4.16
374,Touros,BR,2019-11-08 04:24:00,-5.2,-35.46,73.4,88,40,3.36
375,Campbell River,CA,2019-11-08 04:21:02,50.02,-125.24,44.6,93,75,2.24
376,Baudh,IN,2019-11-08 04:24:00,20.84,84.32,69.84,69,100,4.41
377,Dangriga,BZ,2019-11-08 04:24:01,16.97,-88.23,82.63,78,68,9.28
378,Mgandu,TZ,2019-11-08 04:24:01,-5.96,34.11,60.71,92,100,9.86
379,General Roca,AR,2019-11-08 04:24:01,-39.03,-67.58,55.4,54,51,9.64
380,Susner,IN,2019-11-08 04:24:02,23.94,76.1,73.17,73,73,3.83
381,Hasaki,JP,2019-11-08 04:24:02,35.73,140.83,62.6,51,20,9.17
382,Inhambane,MZ,2019-11-08 04:22:53,-23.87,35.38,77.0,94,20,6.93
383,Harper,US,2019-11-08 04:23:06,30.3,-99.24,39.2,93,90,14.99
384,Horki,BY,2019-11-08 04:24:03,54.29,30.98,41.0,100,90,2.24
385,Batemans Bay,AU,2019-11-08 04:24:03,-35.71,150.18,65.48,37,19,15.57
386,Moche,PE,2019-11-08 04:24:03,-8.17,-79.01,62.6,82,40,6.93
387,Mitsamiouli,KM,2019-11-08 04:24:04,-11.38,43.28,82.4,74,20,6.93
388,Mahajanga,MG,2019-11-08 04:24:04,-15.72,46.32,80.6,47,20,11.41
389,Jamame,SO,2019-11-08 04:24:05,0.07,42.75,81.27,78,68,11.63
390,Hengshan,TW,2019-11-08 04:24:05,24.72,121.14,78.8,53,20,23.04
391,Prokhorovka,RU,2019-11-08 04:24:05,51.03,36.73,55.4,100,90,6.71
392,Lujiang,CN,2019-11-08 04:24:05,31.26,117.28,64.4,52,40,4.47
393,Neepawa,CA,2019-11-08 04:24:06,50.23,-99.46,15.8,78,5,3.36
394,Rio Novo Do Sul,BR,2019-11-08 04:24:06,-20.86,-40.94,72.0,90,97,1.5
395,Treinta Y Tres,UY,2019-11-08 04:24:06,-33.23,-54.39,60.42,82,0,7.16
396,Maba,CN,2019-11-08 04:24:06,24.68,113.59,68.81,48,0,8.05
397,Moose Factory,CA,2019-11-08 04:24:00,51.26,-80.61,6.8,77,75,4.7
398,Enshi,CN,2019-11-08 04:24:07,30.29,109.48,56.77,76,59,3.24
399,Bathsheba,BB,2019-11-08 04:24:07,13.22,-59.52,82.4,74,40,19.46
400,Cleveland,US,2019-11-08 04:24:07,41.51,-81.69,35.6,43,90,18.34
401,Granada,NI,2019-11-08 04:24:08,11.93,-85.96,77.0,94,40,4.7
402,Fayaoue,NC,2019-11-08 04:24:08,-20.65,166.53,74.3,72,14,10.0
403,Poya,NC,2019-11-08 04:24:08,-21.35,165.16,72.07,70,0,10.76
404,Kassala,SD,2019-11-08 04:24:08,15.45,36.38,81.59,53,0,4.47
405,Angoche,MZ,2019-11-08 04:24:09,-16.23,39.91,75.74,81,73,4.47
406,Sapa,PH,2019-11-08 04:24:09,14.32,120.76,87.8,70,40,8.05
407,Puerto Escondido,MX,2019-11-08 04:24:09,15.86,-97.07,77.0,78,40,6.93
408,Aklavik,CA,2019-11-08 04:24:09,68.22,-135.01,12.2,78,90,5.82
409,Tubuala,PA,2019-11-08 04:24:10,9.52,-79.03,78.8,88,20,2.24
410,Kharitonovo,RU,2019-11-08 04:24:10,61.4,47.5,7.81,94,0,2.8
411,Rabaul,PG,2019-11-08 04:24:10,-4.2,152.17,81.68,74,87,3.09
412,Amga,RU,2019-11-08 04:24:10,60.89,131.98,-6.34,86,100,5.48
413,Korgen,NO,2019-11-08 04:24:11,66.08,13.83,8.42,89,93,6.46
414,Menongue,AO,2019-11-08 04:24:11,-14.66,17.68,61.39,95,65,3.76
415,Tambovka,RU,2019-11-08 04:24:11,47.32,47.38,48.81,88,52,9.28
416,Cravo Norte,CO,2019-11-08 04:24:12,6.3,-70.2,77.05,91,51,4.5
417,Lamu,CN,2019-11-08 04:24:12,35.77,102.37,38.68,50,0,2.86
418,Waingapu,ID,2019-11-08 04:24:12,-9.65,120.26,82.74,76,0,8.43
419,Kita,JP,2019-11-08 04:24:12,35.76,139.74,64.4,52,40,9.17
420,Ghansor,IN,2019-11-08 04:24:13,22.66,79.95,71.49,65,0,2.93
421,Caucaia,BR,2019-11-08 04:24:13,-3.73,-38.66,80.6,74,75,14.99
422,Zilupe,RU,2019-11-08 04:24:13,56.39,28.12,40.96,93,73,2.93
423,Luganville,VU,2019-11-08 04:24:13,-15.51,167.18,84.2,74,75,4.7
424,Zhangjiakou,CN,2019-11-08 04:24:14,40.77,114.88,40.73,25,0,2.8
425,Logan Lake,CA,2019-11-08 04:24:14,50.49,-120.81,39.2,86,90,8.05
426,Challans,FR,2019-11-08 04:24:14,46.85,-1.88,44.6,93,40,3.36
427,Havre-Saint-Pierre,CA,2019-11-08 04:24:14,50.23,-63.6,21.2,73,20,4.7
428,Adeje,NG,2019-11-08 04:24:15,5.68,5.76,75.18,96,3,1.79
429,Sangar,RU,2019-11-08 04:24:15,63.92,127.47,-18.64,95,98,5.79
430,Kruisfontein,ZA,2019-11-08 04:24:15,-34.0,24.73,56.97,86,92,12.44
431,Villarrica,CL,2019-11-08 04:24:15,-39.28,-72.23,45.1,57,77,3.69
432,San Francisco Del Mar,MX,2019-11-08 04:24:16,16.34,-94.51,76.53,72,0,5.97
433,Acurenam,GA,2019-11-08 04:24:16,1.03,10.67,67.71,98,95,0.56
434,Fort Nelson,CA,2019-11-08 04:24:16,58.81,-122.69,21.2,92,90,8.05
435,Craig,US,2019-11-08 04:24:16,40.52,-107.55,33.8,79,1,2.57
436,Koslan,RU,2019-11-08 04:24:17,63.46,48.9,10.42,95,0,1.92
437,Dwarka,IN,2019-11-08 04:24:17,28.58,77.04,69.8,73,40,4.7
438,Tabou,CI,2019-11-08 04:24:17,4.42,-7.36,75.13,94,24,0.74
439,Kinablangan,PH,2019-11-08 04:24:17,7.69,126.55,82.74,69,32,4.14
440,Sao Filipe,CV,2019-11-08 04:24:18,14.9,-24.5,74.32,81,100,16.2
441,Mnogovershinnyy,RU,2019-11-08 04:24:18,53.94,139.92,15.37,85,100,12.82
442,Vestmannaeyjar,IS,2019-11-08 04:22:53,63.44,-20.27,41.76,77,89,30.15
443,Do Gonbadan,IR,2019-11-08 04:24:18,30.36,50.8,64.4,55,75,1.92
444,Toguchin,RU,2019-11-08 04:24:19,55.24,84.4,32.77,89,100,27.09
445,Aykhal,RU,2019-11-08 04:24:19,65.95,111.51,-11.21,83,23,4.47
446,Talcahuano,CL,2019-11-08 04:24:19,-36.72,-73.12,53.6,87,70,5.82
447,Dharchula,IN,2019-11-08 04:24:19,29.85,80.53,48.9,50,11,4.45
448,Panjab,AF,2019-11-08 04:24:20,34.38,67.02,21.51,28,0,2.21
449,Tarabuco,BO,2019-11-08 04:24:20,-19.18,-64.92,56.48,81,100,3.8
450,Kulhudhuffushi,MV,2019-11-08 04:24:20,6.62,73.07,82.33,75,85,8.16
451,Gaoua,BF,2019-11-08 04:24:20,10.33,-3.18,77.79,60,0,4.14
452,Puerto El Triunfo,SV,2019-11-08 04:24:21,13.27,-88.55,78.8,83,20,4.7
453,Soria,ES,2019-11-08 04:24:21,41.76,-2.46,27.41,90,46,5.37
454,San Policarpo,PH,2019-11-08 04:24:21,12.18,125.51,85.08,68,0,7.34
455,Oranjemund,ZA,2019-11-08 04:22:48,-28.55,16.43,54.82,80,100,6.6
456,Homer,US,2019-11-08 04:24:21,59.64,-151.54,46.4,93,90,4.7
457,Mogadishu,SO,2019-11-08 04:24:22,2.04,45.34,80.6,74,40,6.93
458,Namibe,AO,2019-11-08 04:22:41,-15.19,12.15,74.12,85,95,8.59
459,Antofagasta,CL,2019-11-08 04:24:22,-23.65,-70.4,60.8,77,90,3.36
460,Yulara,AU,2019-11-08 04:24:22,-25.24,130.99,93.2,9,0,18.34
461,Brae,GB,2019-11-08 04:24:23,60.4,-1.35,37.4,66,4,8.05
462,Viransehir,TR,2019-11-08 04:24:23,37.24,39.76,58.06,32,0,4.61
463,Dunedin,NZ,2019-11-08 04:20:08,-45.87,170.5,63.66,48,100,11.45
464,Pisco,PE,2019-11-08 04:22:28,-13.71,-76.2,64.4,82,0,10.29
465,Stawell,AU,2019-11-08 04:24:24,-37.06,142.77,55.71,53,54,19.6
466,Ternate,PH,2019-11-08 04:24:24,14.29,120.72,87.8,70,40,8.05
467,Noshiro,JP,2019-11-08 04:24:24,40.21,140.05,48.2,61,75,13.87
468,Viking,CA,2019-11-08 04:24:25,53.1,-111.78,29.52,69,100,8.28
469,Atbasar,KZ,2019-11-08 04:24:25,51.81,68.36,32.4,89,100,21.07
470,Novyy Urengoy,RU,2019-11-08 04:24:25,66.08,76.63,-0.68,95,88,13.49
471,Lososina,RU,2019-11-08 04:24:25,49.0,140.31,24.51,51,26,18.97
472,Deputatskiy,RU,2019-11-08 04:24:26,69.3,139.9,-7.12,93,75,2.77
473,Rio Grande,BR,2019-11-08 04:24:26,-32.03,-52.1,65.46,93,0,3.78
474,Waipawa,NZ,2019-11-08 04:24:26,-39.94,176.59,79.03,38,0,4.97
475,Onda,ES,2019-11-08 04:24:26,39.96,-0.26,51.8,57,0,2.24
476,Gazanjyk,TM,2019-11-08 04:24:26,39.24,55.52,41.76,24,0,1.9
477,Zhob,PK,2019-11-08 04:24:27,31.34,69.45,51.44,39,0,2.59
478,Butembo,CD,2019-11-08 04:24:27,0.12,29.29,59.59,90,100,3.13
479,Ponta Delgada,PT,2019-11-08 04:24:27,37.73,-25.67,59.0,82,20,3.36
480,Batticaloa,LK,2019-11-08 04:24:27,7.71,81.69,81.9,73,52,2.42
481,Fevik,NO,2019-11-08 04:24:28,58.38,8.68,28.4,68,100,12.75
482,Prince Rupert,CA,2019-11-08 04:23:50,54.32,-130.32,51.8,87,90,17.22
483,Dukat,AL,2019-11-08 04:24:28,40.25,19.57,68.85,73,100,24.23
484,Eyl,SO,2019-11-08 04:24:29,7.98,49.82,80.15,77,61,8.97
485,Acajutla,SV,2019-11-08 04:24:29,13.59,-89.83,83.98,70,57,6.85
486,Zlobin,HR,2019-11-08 04:24:29,45.29,14.65,48.2,93,20,10.29
487,Olhao,PT,2019-11-08 04:24:29,37.03,-7.84,55.4,76,0,4.7
488,Imeni Poliny Osipenko,RU,2019-11-08 04:24:30,52.42,136.49,21.9,40,80,2.64
489,Upornaya,RU,2019-11-08 04:24:30,44.39,41.02,54.09,40,100,8.14
490,Pochutla,MX,2019-11-08 04:24:30,15.74,-96.47,77.0,78,40,6.93
491,Mandapeta,IN,2019-11-08 04:24:30,16.87,81.93,80.6,65,20,4.7
492,Praia Da Vitoria,PT,2019-11-08 04:24:31,38.73,-27.07,62.6,93,75,8.34
493,Ha Giang,VN,2019-11-08 04:24:31,22.83,104.99,60.82,91,100,0.45
494,Miguel Hidalgo,MX,2019-11-08 04:24:32,19.41,-99.19,64.4,48,5,5.82
495,Florianopolis,BR,2019-11-08 04:24:32,-27.6,-48.55,68.0,100,40,2.24
496,Khrebtovaya,RU,2019-11-08 04:24:32,56.71,104.25,28.8,84,99,13.06
497,Atocha,AR,2019-11-08 04:24:33,-24.82,-65.48,68.0,88,100,4.43
498,Nemuro,JP,2019-11-08 04:24:33,43.32,145.57,41.0,48,40,11.41
499,Puro,PH,2019-11-08 04:24:33,13.13,123.76,85.06,69,11,9.89
500,Fairbanks,US,2019-11-08 04:24:33,64.84,-147.72,24.8,79,90,4.7
501,Scarborough,GB,2019-11-08 04:21:27,54.28,-0.41,46.4,81,100,12.75
502,Pangnirtung,CA,2019-11-08 04:24:34,66.15,-65.72,15.64,68,82,5.35
503,Pangody,RU,2019-11-08 04:24:34,65.85,74.49,2.5,95,96,15.64
504,San Jeronimo,PE,2019-11-08 04:24:34,-13.65,-73.37,49.19,93,68,1.92
505,Corinto,CO,2019-11-08 04:24:35,3.17,-76.26,71.6,83,40,6.93
506,Kahului,US,2019-11-08 04:23:44,20.89,-156.47,78.8,78,40,12.75
507,Bestobe,KZ,2019-11-08 04:24:35,52.5,73.1,35.62,73,100,26.37
508,Gorodets,RU,2019-11-08 04:24:36,56.65,43.48,30.2,86,90,6.71
509,Midrand,ZA,2019-11-08 04:24:36,-26.0,28.13,68.0,52,87,3.36
510,Varlamovo,RU,2019-11-08 04:24:36,54.62,60.68,40.73,82,100,8.57
511,Pangkalanbuun,ID,2019-11-08 04:24:36,-2.68,111.62,94.53,40,0,3.33
512,Zaraza,VE,2019-11-08 04:24:37,9.35,-65.33,74.28,94,97,4.21
513,Hualmay,PE,2019-11-08 04:24:37,-11.1,-77.61,60.48,85,30,2.93
514,Severomuysk,RU,2019-11-08 04:24:37,56.17,113.57,10.2,84,82,4.81
515,Garachine,PA,2019-11-08 04:24:37,8.06,-78.36,81.34,82,99,6.51
516,Nicoya,CR,2019-11-08 04:24:38,10.15,-85.45,80.6,69,98,10.29
517,Bilibino,RU,2019-11-08 04:24:38,68.06,166.44,13.14,73,100,2.1
518,Palmer,AU,2019-11-08 04:24:38,-34.85,139.16,59.0,47,40,21.92
519,Gwadar,PK,2019-11-08 04:24:38,25.12,62.33,78.55,27,0,10.42
520,Carbonia,IT,2019-11-08 04:24:39,39.17,8.53,59.0,87,40,11.41
521,Kudahuvadhoo,MV,2019-11-08 04:24:39,2.67,72.89,82.42,76,89,12.17
522,Havoysund,NO,2019-11-08 04:24:39,71.0,24.66,21.2,79,40,5.82
523,Limbang,BN,2019-11-08 04:24:39,4.75,115.01,87.8,66,75,5.82
524,Muzhi,RU,2019-11-08 04:24:40,65.4,64.7,1.4,85,0,8.41
525,Sao Joao Da Barra,BR,2019-11-08 04:20:29,-21.64,-41.05,73.87,90,27,5.7
526,Shirokiy,RU,2019-11-08 04:24:40,53.87,39.17,42.78,97,100,2.08
527,Acapulco,MX,2019-11-08 04:24:40,16.86,-99.88,74.84,87,0,2.84
528,Nampula,MZ,2019-11-08 04:24:41,-15.12,39.26,77.0,78,75,8.05
529,Paramirim,BR,2019-11-08 04:24:41,-13.44,-42.24,65.37,69,0,4.81
530,Adre,TD,2019-11-08 04:24:41,13.47,22.2,69.19,19,0,12.21
531,Taldan,RU,2019-11-08 04:24:41,53.69,124.82,15.42,54,0,11.16
532,Bollnas,SE,2019-11-08 04:24:42,61.35,16.39,27.1,89,100,5.93
533,Mahebourg,MU,2019-11-08 04:24:42,-20.41,57.7,77.0,73,75,13.87
534,Paldiski,EE,2019-11-08 04:24:42,59.35,24.08,32.0,89,90,5.82
535,Ozernovskiy,RU,2019-11-08 04:24:42,51.5,156.52,37.83,75,100,32.17
536,Tarakan,ID,2019-11-08 04:23:53,3.3,117.63,84.2,74,40,6.93
537,Charlestown,US,2019-11-08 04:24:43,41.38,-71.64,46.4,75,90,9.17
538,Port Hedland,AU,2019-11-08 04:24:43,-20.31,118.58,105.8,19,0,11.41
539,Rehoboth,NA,2019-11-08 04:24:43,-23.31,17.08,65.88,20,24,10.29
540,Dandong,CN,2019-11-08 04:24:43,40.12,124.37,46.31,25,0,4.85
541,Dhrol,IN,2019-11-08 04:24:44,22.57,70.42,78.28,41,0,13.09
542,Buchanan,LR,2019-11-08 04:24:44,5.88,-10.05,75.13,94,16,2.04
543,Governador Valadares,BR,2019-11-08 04:24:44,-18.85,-41.95,73.54,83,2,7.58
544,Breyten,ZA,2019-11-08 04:24:45,-26.3,29.99,59.74,72,97,4.65
545,Mushie,CD,2019-11-08 04:24:45,-3.02,16.92,70.95,97,50,2.33
546,Houma,CN,2019-11-08 04:24:45,35.63,111.36,57.18,55,0,1.86
547,Ambilobe,MG,2019-11-08 04:23:15,-13.19,49.05,78.64,67,59,11.95
548,Gazli,UZ,2019-11-08 04:24:46,40.13,63.45,39.49,42,0,12.57
549,Worthington,US,2019-11-08 04:24:46,43.62,-95.6,24.8,85,90,5.82
550,Puerto Del Rosario,ES,2019-11-08 04:24:47,28.5,-13.86,69.8,77,75,25.28
551,Novosheshminsk,RU,2019-11-08 04:24:47,55.06,51.22,33.76,77,100,7.49
552,Bundaberg,AU,2019-11-08 04:24:47,-24.87,152.35,86.0,48,0,25.28
553,Chumikan,RU,2019-11-08 04:24:47,54.72,135.31,14.34,49,88,18.54
554,Nioro,GM,2019-11-08 04:24:48,13.79,-15.05,79.77,26,0,4.16
555,Kaeo,NZ,2019-11-08 04:24:48,-35.1,173.78,65.12,92,47,13.38
556,Suntar,RU,2019-11-08 04:24:48,62.16,117.65,0.25,83,0,4.0
557,Itarema,BR,2019-11-08 04:24:49,-2.92,-39.92,78.01,76,1,10.22
558,Arsenyev,RU,2019-11-08 04:24:49,44.16,133.27,32.23,43,100,15.79
559,Boguchany,RU,2019-11-08 04:24:49,58.38,97.46,30.31,86,99,10.0
560,Port Keats,AU,2019-11-08 04:24:49,-14.25,129.55,91.83,49,92,12.3
561,Altea,ES,2019-11-08 04:21:16,38.6,-0.05,53.6,54,100,12.75
562,Carmen,PH,2019-11-08 04:21:50,7.36,125.71,91.4,52,40,8.05
563,Benghazi,LY,2019-11-08 04:24:50,32.12,20.07,70.52,67,1,10.83
564,Boende,CD,2019-11-08 04:24:51,-0.28,20.88,71.02,93,97,1.52
565,Mareeba,AU,2019-11-08 04:24:51,-16.99,145.42,82.4,58,18,9.17
566,Omsukchan,RU,2019-11-08 04:24:51,62.53,155.8,14.27,95,96,1.83
567,Thai Binh,VN,2019-11-08 04:21:14,20.45,106.33,78.8,41,45,8.05
568,Tarandacuao,MX,2019-11-08 04:24:52,20.0,-100.52,57.2,93,5,3.85
